Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Birthplace,Other Group,Gender
Sangyeon,Lee Sangyeon,이상연,상연,11/4/1996,The Boyz,South Korea,,,M
Sanha,Yoon Sanha,윤산하,산하,3/21/2000,ASTRO,South Korea,Seoul,,M
Sea,Kim Sujeong,김수정,세아,12/5/1999,Highteen,South Korea,,,F
Sebin,Jang Sebin,장세빈,세빈,4/24/1996,SNUPER,South Korea,Pocheon,,M
Seea,Kang Eunyoung,강은영,시아,8/21/1994,Pink Fantasy,South Korea,,,F
Sehun,Oh Sehun,오세훈,세훈,4/12/1994,EXO,South Korea,Seoul,,M
Sehyung,Kang Sehyung,강세형,세형,12/13/1998,Berry Good,South Korea,,,F
Sei,Lee Seojung,이서정,세이,1/7/2000,Weki Meki,South Korea,,,F
Sejeong,Kim Sejeong,김세정,세정,8/28/1996,Gugudan,South Korea,,,F
Sejin,Lee Sejin,이세진,세진,7/22/1999,14U,South Korea,,,M
Sejun,Lim Sejun,임세준,세준,5/4/1996,VICTON,South Korea,,,M
Seline,Jung Yeonjeong,정연정,셀린,7/20/2000,Cignature,South Korea,,,F
Semi,Gu Semi,구세미,세미,4/10/2002,Cignature,South Korea,,,F
Semmi,Oh Heesun,오희선,세미,10/22/1995,Matilda,South Korea,,,F
Seogoong,Park Hyunho,박현호,서궁,5/1/1992,,South Korea,Seongnam,,M
Seoham,Park Seoham,박서함,서함,10/28/1993,KNK,South Korea,,,M
Seoho,Lee Seoho,이서호,서호,7/7/1996,Oneus,South Korea,,,M
Seohyun,Seo Joohyun,서주현?,서현?,6/28/1991,SNSD,South Korea,Seoul,TTS,F
Seokcheol,Lee Seokchul,이석철,석철,1/11/2000,TheEastLight,South Korea,,,M
Seokyoung,Kim Seokyung,김서경,서경,4/16/1999,GWSN,South Korea,,,F
Seol,Min Jihye,민지혜,설,1/1/1997,P.O.P,South Korea,Gunsan,,F
Seola,Kim Hyunjung,김현정,설아,12/24/1994,Cosmic Girls,South Korea,Seoul,WJMK,F
Seolhyun,Kim Seolhyun,김설현,설현,1/3/1995,AoA,South Korea,Bucheon,,F
Seonghwa,Park Seonghwa,박성화,성화,4/3/1998,ATEEZ,South Korea,Jinju,,M
Seonglee,Kim Seonglee,김성리,성리,4/6/1994,,South Korea,,,M
Seongmin,Ahn Seongmin,안성민,성민,8/1/2003,CRAVITY,South Korea,,,M
Ong Seung Wu,Ong Seunwu,옹성우,성우,8/25/1995,Wanna One,South Korea,Incheon,,M
Seoryoung,Lee Seoryung,이서령,서령,1/26/2000,GWSN,South Korea,,,F
Seoyeon,Lee Seoyeon,이서연,서연,1/22/2000,fromis_9,South Korea,Seoul,,F
Seoyeon,Kim Minju,김민주,서연,11/26/1995,Favorite,South Korea,Gwacheon,,F
Seoyoung,Lee Seoyoung,이서영,서영,6/27/1994,Hello Venus,South Korea,,,F
Seoyul,Seo Yuri,서유리,서율,11/26/1997,Berry Good,South Korea,,,F
Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,South Korea,,,M
Serri,Park Miyeon,박미연,세리,9/16/1990,Dal Shabet,South Korea,Seoul,,F
Seulgi,Kang Seulgi,강슬기,슬기,2/10/1994,Red Velvet,South Korea,Seoul,,F
Seulgi,Jeong Seulgi,정슬기,슬기,5/12/1990,S#aFLA,South Korea,,,F
Seungah,Oh Seungah,오승아,승아,9/13/1988,Rainbow,South Korea,Seoul,"Rainbow Blaxx, Rainbow Pixie",F
Seungbo,Jung Seungbo,정승보,승보,11/1/1997,VARSITY,South Korea,Ilsan,,M
Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,South Korea,,,M
Seungeun,Shim Seungeun,심승은,승은,12/27/2000,BVNDIT,South Korea,,,F
Seunghan,Lee Seunghan,이승한,승한,2/22/1996,DUSTIN,South Korea,,,M
Seunghee,Oh Seunghee,오승희,승희,10/10/1995,CLC,South Korea,Gwangju,,F
Seunghee,Hyun Seunghee,현승희,승희,1/25/1996,Oh My Girl,South Korea,Chuncheon,,F
Seungho,Yang Seungho,양승호,승호,10/16/1987,MBLAQ,South Korea,Seoul,,M
Seunghoon,Lee Seunghoon,이승훈,승훈,1/11/1992,WINNER,South Korea,Busan,,M
Seunghun,Kim Seunghun,김승훈,승훈,2/26/1999,CIX,South Korea,,,M
Seunghwan,Lee Seunghwan,이승환,승환,12/10/1994,Romeo,South Korea,,,M
Seunghwan,Lee Seunghwan,이승환,승환,5/20/2000,1the9,South Korea,,,M
Seunghyub,Lee Seunghyub,이승협,승협,10/31/1992,N.Flying,South Korea,Daegu,,M
Seunghyun,Song Seungyun,송승현,승현,8/21/1992,FTISLAND,South Korea,Seoul,,M
Seunghyun,Lee Seunghyun,이승현,승현,12/31/2001,TheEastLight,South Korea,,,M
Seungjun,Ji Seungjun,지승준,승준,9/15/1998,Astin,South Korea,,,M
Seungkwan,Boo Seungkwan,부승관,승관,1/16/1998,Seventeen,South Korea,Jeju,,M
Seungmin,Bae Seungmin,배승민,승민,10/13/1998,Golden Child,South Korea,,,M
Seungmin,Kim Seungmin,김승민,승민,9/22/2000,Stray Kids,South Korea,Seoul,,M
Seungmin,Lee Seungmin,이승민,승민,2/3/1996,Hashtag,South Korea,,,F
Seungri,Lee Seunghyun,이승현,승리,12/12/1990,BIGBANG,South Korea,Gwangju,,M
Seungsik,Kang Seungsik,강승식,승식,4/16/1995,VICTON,South Korea,,,M
Seungwoo,Han Seungwoo,한승우,승우,12/24/1994,X1,South Korea,,VICTON,M
Seungyeon,Jang Seunyeon,장승연,승연,11/6/1996,CLC,South Korea,Seongnam,,F
Seungyeon,Han Seungyeon,한승연,승연,7/24/1988,KARA,South Korea,Seoul,,F
Seungyoon,Kang Seungyoon,강승윤,승윤,1/21/1994,WINNER,South Korea,Busan,,M
Seungyoon,Cho Seungyoon,조승연,승연,8/5/1996,X1,South Korea,,UNIQ,M
Seyeon,Park Seyeon,박세연,세연,5/6/2001,Purplebeck,South Korea,,,F
Seyong,Kim Seyong,김세용,세용,11/20/1991,MYNAME,South Korea,Busan,,M
Seyoung,Lee Seyoung,이세영,세영,2/8/1990,CROSS GENE,South Korea,Busan,,M
Shihyun,Kim Shihyun,김시현,시현,5/6/1998,We In The Zone,South Korea,Changwon,,M
Shin,Shin Wonho,신원호,신,10/23/1991,CROSS GENE,South Korea,Seoul,,M
Shindong,Shin Donghee,신동희,신동,9/28/1985,Super Junior,South Korea,Mungyeong,,M
Shinwon,Go Shinwon,고신원,신원,12/11/1995,PENTAGON,South Korea,,,M
Shinyoung,Park Shinyoung,박신영,신영,3/19/2000,G-reyish,South Korea,,,F
Shownu,Son Hyunwoo,손현우,셔누,6/18/1992,MONSTA X,South Korea,,,M
Shuhua,Yeh Shuhua,예슈화,슈화,1/6/2000,(G)I-DLE,Taiwan,,,F
Sihyeon,Kim Sihyeon,김시현,시현,8/5/1999,Everglow,South Korea,,,F
Sihyeon,Kang Sihyeon,강시현,시현,7/15/1998,ARIAZ,South Korea,,,F
Sihyoung,Kim Sihyoung,김시형,시형,5/15/1992,HISTORY,South Korea,Busan,,M
Sihyun,Park Sihyun,박시현,시현,11/29/1986,SPICA,South Korea,,SPICA-S,F
Sika,Ren Shika,렌 시카,시카,8/22/1995,FANATICS,China,,,F
Simyeong,Lee Simyeong,이시명,시명,5/27/1999,BVNDIT,South Korea,,,F
SinB,Hwang Eunbi,황은비?,신비,6/3/1998,Gfriend,South Korea,Cheongju,,F
Siu,Hwang Inseok,황인석,시우,5/19/1995,DUSTIN,South Korea,,,M
Siwan,Yim Siwan,임시완,시완,12/1/1988,ZE:A,South Korea,Busan,,M
Siwon,Choi Siwon,최시원,시원,4/7/1986,Super Junior,South Korea,Seoul,Super Junior-M,M
Siwoo,Yoo Siwoo,유시우,시우,5/11/2001,TRCNG,South Korea,,,M
Siyeon,Lee Siyeon,이시연,시연,10/1/1995,Dreamcatcher,South Korea,Daegu,,F
Soeun,Park Soeun,박소은,소은,10/26/2002,Weeekly,South Korea,,,F
So-hee,Kim Sohee,김소희,소희,12/31/1999,ELRIS,South Korea,,,F
Sohee,Kim Sohee,김소희,소희,8/14/2003,Rocket Punch,South Korea,,,F
Sohye,Kim Sohye,김소혜,소혜,7/19/1999,,South Korea,Seoul,,F
Sohyun,Kwon Sohyun,권소현,소현,8/30/1994,4minute,South Korea,Seoul,,F
Sojin,Park Sojin,박소진,소진,5/21/1986,Girl's Day,South Korea,Daegu,,F
Sojin,Jo Sojin,조소진,소진,10/11/1991,9Muses,South Korea,Gwangju,9MUSES A,F
Sojin,Hong Sojin,홍소진,소진,9/24/1999,Hashtag,South Korea,,,F
Sojung,Lee Sojung,이소정,소정,9/3/1993,Ladies' Code,South Korea,Wonju,,F
Solar,Kim Yongsun,김용선,솔라,2/21/1991,Mamamoo,South Korea,Seoul,,F
Solbin,Ahn Solbin,안솔빈,솔빈,8/19/1997,LABOUM,South Korea,Ojeonggu,,F
Solji,Heo Solji,허솔지,솔지,1/10/1989,EXID,South Korea,Seongnam,,F
Somi,Jeon Somi,전소미,소미,3/9/2001,,South Korea,Ontario,,F
Somin,Jang Somin,장소민,소민,11/10/1993,BADKIZ,South Korea,Gwangmyeon,,F
Somin,Jeon Somin,전소민,소민,8/22/1996,KARD,South Korea,Seoul,,F
Somyi,Ahn Somyi,안솜이,솜이,1/26/2000,DIA,South Korea,Changwon,L.U.B,F
Song,Song Yunhyeong,송윤형,송,2/8/1995,iKON,South Korea,,,M
Songhee,Yoon Songhee,윤송희,송희,11/8/1998,BVNDIT,South Korea,,,F
Songyee,Park Songyee,박송이,송이,9/25/2004,woo!ah!,South Korea,,,F
Soobin,Park Soobin,박수빈,수빈,9/14/1996,Cosmic Girls,South Korea,Seoul,,F
Soobin,Choi Soobin,최수빈,수빈,12/5/2000,TXT,South Korea,,,M
Soodam,Lee Soodam,이수담,수담,11/9/1999,SECRET NUMBER,South Korea,,,F
Soohyun,Shin Soohyun,신수현,수현,3/11/1989,U-KISS,South Korea,Pocheon,,M
Soojin,Seo Soojin,서수진,수진,3/9/1998,(G)I-DLE,South Korea,,,F
Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,South Korea,,,F
Sooyoung,Choi Sooyoung,최수영?,수영?,2/10/1990,SNSD,South Korea,Gwangju,,F
Sora,Sakata Sora,사카타 소라,소라,8/30/2003,woo!ah!,Japan,,,F
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,11/18/1996,CLC,Thailand,Bangkok,,F
Soso,Wang Chingyi,왕징이,소소,3/14/2001,GWSN,Taiwan,,,F
Sowon,Kim Sojung,김소정,소원,12/7/1995,Gfriend,South Korea,Seoul,,F
Soyee,Jang Sojin,장소진,소이,11/21/1996,Gugudan,South Korea,,,F
Soyeon,Jung Soyeon,정소연,소연,5/4/1994,LABOUM,South Korea,Gwangju,,F
Soyeon,Park Soyeon,박소연,소연,10/5/1987,T-ara,South Korea,Andong,,F
Jeon Soyeon,Jeon Soyeon,전소연,소연,8/26/1998,(G)I-DLE,South Korea,,,F
Soyou,Kang Jihyun,강지현,소유,2/12/1992,SISTAR,South Korea,,,F
Soyoung,Yoo Soyoung,유소영,소영,3/29/1996,,South Korea,Seoul,,F
Soyul,Park Hyekyeong,박혜경,소율,5/15/1991,Crayon Pop,South Korea,Seoul,,F
St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/1991,VAV,South Korea,,,M
Sua,Kim Bora,김보라,수아,8/10/1994,Dreamcatcher,South Korea,Changwon,,F
Sua,Yang Sua,양수아,수아,3/24/1995,Hashtag,South Korea,Gwangju,,F
DALsooobin,Park Subin,박수빈,수빈,2/12/1994,Dal Shabet,South Korea,Gwangju,,F
Subin,Jung Subin,정수빈,수빈,4/5/1999,VICTON,South Korea,,,M
Subin,Oh Subin,오수빈,수빈,9/30/1998,Hashtag,South Korea,,,F
Suga,Min Yoongi,민윤기,슈가,3/9/1993,BTS,South Korea,Daegu,,M
Sugyeong,Jo Sugyeong,조수경,수경,1/12/2000,Favorite,South Korea,Haenam,,F
Suho,Kim Junmyeon,김준면,수호,5/22/1991,EXO,South Korea,Seoul,,M
Suhyeon,Kim Seunghyun,김승현,수현,4/19/1988,S#aFLA,South Korea,,,F
Suhyun,Choi Hyunggeun,최형근,수현,10/1/1992,SNUPER,South Korea,Bucheon,,M
Ryu Sujeong,Ryu Sujeong,류수정,수정,11/19/1997,Lovelyz,South Korea,Daejeon,,F
Suji,Lee Suji,이수지,수지,3/20/1998,UNI.T,South Korea,Busan,,F
Sujin,Bang Sujin,방수진,수진,6/26/1996,Wassup,South Korea,,,F
Sulli,Choi Jinri,최진리,설리,3/29/1994,,South Korea,Busan,,F
Sumin,Ji Sumin,지수민,수민,3/3/1994,Sonamoo,South Korea,Yongin,,F
Sumin,Park Sumin,박수민,수민,9/9/2001,Dreamnote,South Korea,,,F
Sun J,Jeon Heesun,전희선,썬제이,2/13/2001,Girlkind,South Korea,,,F
Sungah,Son Sungah,손성아,성아,7/8/1989,9Muses,South Korea,Suma,,F
Sunghyuk,Seo Sunghyuk,서성혁,성혁,8/26/1999,,South Korea,,,M
Sunghyun,Kim Sunghyun,김성현,성현,3/16/1996,IN2IT,South Korea,,,M
Sungjae,Yook Sungjae,육성재,성재,5/2/1995,BtoB,South Korea,Yongin,Big Byung,M
Sungjin,Park Sungjin,박성진,성진,2/16/1993,DAY6,South Korea,,,M
Sungjong,Lee Sungjong,이성종,성종,9/3/1993,Infinite,South Korea,Gwangju,Infinite F,M
Sungjoo,Kim Sungjoo,김성주,성주,2/16/1994,UNIQ,South Korea,,,M
Sungjun,Park Sungjun,박성준,성준,12/17/1992,Boys Republic,South Korea,Ansan,,M
Sungkyu,Kim Sungkyu,김성규,성규,4/28/1989,Infinite,South Korea,Jeonju,,M
Sungmin,Lee Sungmin,이성민,성민,1/1/1986,Super Junior,South Korea,Gyeonggi,Super Junior-M,M
Sungmin,Oh Sungmin,오성민,성민,12/31/1990,Bigflo,South Korea,,,M
Sungoh,Yoo Sungoh,유성오,성오,1/8/1991,,South Korea,,,M
Sungwon,Park Sungwon,박성원,성원,12/18/2003,1the9,South Korea,Seoul,,M
Sungwoon,Ha Sungwoon,하성운,성운,3/22/1994,Wanna One,South Korea,Goyang,HOTSHOT,M
Sungyeol,Lee Sungyeol,이성열,성열,8/27/1991,Infinite,South Korea,Yongin,Infinite F,M
Sungyeon,Bae Sungyeon,배성연,성연,5/25/1999,Pristin,USA,California,,F
Sunhwa,Han Sunhwa,한선화,선화,10/6/1990,,South Korea,Busan,,F
Sunmi,Lee Sunmi,이선미,선미,5/2/1992,Wonder Girls,South Korea,Iksan,,F
Sunn,Hwang Jiwon,황지원,선,2/7/2000,Cignature,South Korea,Jincheon,,F
Sunny,Lee Sunkyu,이순규?,써니,5/15/1989,SNSD,South Korea,California,,F
Sunshine,Kim Minjung,김민정,선샤인,6/20/2002,NATURE,South Korea,,,F
Sunwoo,Choi Sunwoo,최선우,선우,3/12/1992,Boys Republic,South Korea,Seoul,,M
Sunwoo,Kim Sunwoo,김선우,선우,4/12/2000,The Boyz,South Korea,,,M
Sunyoul,Seon Yein,선예인,선율,11/6/1996,UP10TION,South Korea,Wando,,M
Surin,Kim Surin,김수린,수린,12/27/1991,Two X,South Korea,,,F
Suwoong,Lee Suwoong,이수웅,수웅,1/20/1995,Boys Republic,South Korea,,,M
Suyeon,Ji Suyeon,지수연,수연,4/20/1997,Weki Meki,South Korea,,,F
Suyun,Kim Suyun,김수윤,수윤,3/17/2001,Rocket Punch,South Korea,,,F
Suzy,Bae Suji,배수지,수지,10/10/1994,miss A,South Korea,Gwangju,,F
Swan,Kim Suan,김수안,수안,12/28/2000,CRAXY,South Korea,,,F
T.O.P,Choi Seunghyun,최승현,탑,11/4/1987,BIGBANG,South Korea,Seoul,GD&TOP,M
Taecyeon,Ok Taecyeon,옥택연,택연,12/27/1988,2PM,South Korea,Busan,,M
Taedong,Kim Taedong,김태동,태동,11/7/1997,GIDONGDAE,South Korea,,,M
Taeeun,Moon Taeeun,문태은,태은,2/9/2000,IM,South Korea,,,M
Taeha,Yoo Taeha,유태하,태하,10/5/1995,Berry Good,South Korea,,,F
Taeha,Kim Taeha,김태하,태하,6/3/1998,MOMOLAND,South Korea,Jeonju,,F
Taeheon,Kim Taeheon,김태헌,태헌,6/18/1989,ZE:A,South Korea,Gwangju,,M
Taehyun,Nam Taehyun,남태현,태현,5/10/1994,,South Korea,Hanam,,M
Taehyun,Noh Taehyun,노태현,태현,10/15/1993,HOTSHOT,South Korea,Seoul,JBJ,M
Taehyun,Kang Taehyun,강태현,태현,2/5/2002,TXT,South Korea,,,M
Taeil,Lee Taeil,이태일,태일,9/24/1990,Block B,South Korea,Seoul,,M
Taeil,Moon Taeil,문태일,태일,6/14/1994,NCT,South Korea,Seoul,"NCT U, NCT 127",M
Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/2003,1the9,South Korea,Gunpo,,M
Taemin,Lee Taemin,이태민,태민,7/18/1993,SHINee,South Korea,Seoul,SuperM,M
Taera,Lee Yujin,이유진,태라,4/12/1994,Gate9,South Korea,Incheon,,F
Taeseon,Yang Taeseon,양태선,태선,9/17/2000,TRCNG,South Korea,,,M
Taesung,Lee Taesung,이태승,태승,12/19/2003,TEEN TEEN,South Korea,,,M
Taewoo,Kim Taewoo,김태우,태우,4/23/1999,1the9,South Korea,,,M
Taewoong,Yoo Taewoong,유태웅,태웅,5/24/1994,SNUPER,South Korea,,,M
Taeyang,Dong Youngbae,동영배,태양,5/18/1988,BIGBANG,South Korea,Uljeongbu,,M
Taeyang,Yoo Taeyang,유태양,태양,2/28/1997,SF9,South Korea,,,M
Taeyeon,Kim Taeyeon,김태연,태연,3/9/1989,SNSD,South Korea,Jeonju,"TTS, Oh!GG",F
Taeyong,Lee Taeyong,이태용,태용,7/1/1995,NCT,South Korea,,"NCT U, NCT 127,SuperM",M
Taeyoung,Kim Taeyoung,김태영,태영,1/27/2003,CRAVITY,South Korea,,,M
TAG,Son Youngtaek,손영택,태그,4/13/1998,Golden Child,South Korea,,,M
Takuya,Terada Takuya,테라다 타쿠야,타쿠야,3/18/1992,CROSS GENE,Japan,Moriya,,M
Tao,Hwang Zitao,황자도,타오,5/2/1993,,China,Qingdao,,M
Taro,Choi Wonjin,최원진,타로,11/9/1994,Hot Blood Youth,South Korea,,,M
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,2/27/1996,NCT,Thailand,Bangkok,"NCT U,SuperM",M
Terry,Han Dasom,한다솜,테리,2/2/1998,,South Korea,,,F
The8,Xu Minghao,쉬밍하오,디에잇,11/7/1997,Seventeen,China,Anshan,,M
Thunder,Park Sanghyun,박상현,천둥,10/7/1990,,South Korea,Busan,,M
Tiffany,Hwang Miyoung,황미영,티파니,8/1/1989,SNSD,South Korea,San Francisco,TTS,F
Timoteo,Kim Moongyu,김문규,티모테오,1/25/1993,HOTSHOT,South Korea,,,M
Tina,Christine Joy Park,크리스틴 조이 박,티나,9/1/1994,Blady,USA,Los Angeles,,F
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,6/14/1999,Twice,Taiwan,Tainan,,F
U,Mizuguchi Yuto,미즈구치 유토,유,3/16/1999,ONF,Japan,Osaka,,M
U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/1986,TVXQ,South Korea,Gwangju,,M
U-Kwon,Kim Yukwon,김유권,유권,4/9/1992,Block B,South Korea,Suwon,Bastarz,M
U-Si,Yoo Jiyeon,윤지연,유시,11/13/1997,BADKIZ,South Korea,Iksan,,F
Uchae,Yu Hyejun,유혜준,유채,5/7/2002,NATURE,South Korea,,,F
Uee,Kim Yujin,김유진,유이,4/9/1988,After School,South Korea,Daegu,,F
Uji,Jang Yuji,정유지,유지,1/2/1991,,South Korea,,,F
Umji,Kim Yewon,김예원,엄지,8/19/1998,Gfriend,South Korea,Incheon,,F
V,Kim Taehyung,김태형,뷔,12/30/1995,BTS,South Korea,Daegu,,M
Vernon,Choi Hansol,최한솔,버논,2/18/1998,Seventeen,USA,New York,,M
Victoria,Song Qian,송치엔,빅토리아,2/2/1987,f(x),China,Qingdao,,F
Viki,Kang Eunhye,강은혜,비키,3/28/1988,,South Korea,Seoul,,F
Villain,Lee Seunghyun,이승현,빌런,7/17/1998,Spectrum,South Korea,,,M
Vivi,Wong Viian,황가희,비비,12/9/1996,LOONA,Hong Kong,Hong Kong,Loona 1/3,F
Vivian,Park Sunghee,박성희,비비안,12/8/1998,Gate9,South Korea,,,F
Way,Heo Minsun,허민선,웨이,7/12/1990,Crayon Pop,South Korea,Seoul,,F
Wei,Lee Sungjun,이성준,웨이,7/8/1996,UP10TION,South Korea,Seoul,,M
Wendy,Son Seunghwan,손승완,웬디,2/21/1994,Red Velvet,South Korea,Seoul,,F
Wenhan,Li Wenhan,리원한,원한,7/22/1994,UNIQ,China,,,M
Wheein,Jung Wheein,정휘인,휘인,4/17/1995,Mamamoo,South Korea,Jeonju,,F
Win,Bang Junhyuk,방준혁,윈,12/19/2004,MCND,South Korea,,,M
Winwin,Dong Sicheng,뚱쓰청,윈윈,10/28/1997,NCT,China,Zhejiang,NCT 127,M
Wondae,Seol Wondae,설원대,원대,4/28/1998,Dongkiz,South Korea,,,M
Wonho,Shin Hoseok,신호석,원호,3/1/1993,MONSTA X,South Korea,Anyang,,M
Wonjin,Won Jin,원진,원진,1/1/2003,GIDONGDAE,South Korea,,,M
Wonjin,Ham Wonjin,함원진,원진,3/22/2001,CRAVITY,South Korea,,,M
Wonpil,Kim Wonpil,김원필,원필,4/28/1994,DAY6,South Korea,,,M
Wontaek,Ju Wontaek,주원탁,원탁,2/24/1996,,South Korea,,,M
Wonwoo,Jeon Wonwoo,전원우,원우,7/17/1996,Seventeen,South Korea,Changwon,,M
Wonyoung,Jang Wonyoung,장원영,원영,8/31/2004,IZ*ONE,South Korea,Seoul,,F
Woo-ah,Kim Chaewon,김채원,우아,7/20/1997,CRAXY,South Korea,,,F
Woobin,Seo Woobin,서우빈,우빈,10/16/2000,CRAVITY,South Korea,,,M
Woochul,Shin Woochul,신우철,우철,10/2/2002,Newkidd,South Korea,,,M
Woodam,Park Woodam,박우담,우담,8/2/1995,D1CE,South Korea,,,M
Woohee,Bae Woohee,배우희,우희,9/21/1991,Dal Shabet,South Korea,Busan,UNI.T,F
Nam Woohyun,Nam Woohyun,남우현,우현,2/8/1991,Infinite,South Korea,Seoul,Toheart,M
Woojin,Park Woojin,박우진,우진,11/2/1999,AB6IX,South Korea,Busan,,M
Woojin,Lee Woojin,이우진,우진,4/3/2003,TheEastLight,South Korea,,,M
Woojin,Kim Woojin,김우진,우진,4/8/1997,,South Korea,Daejeon,,M
Woojin,Lee Woojin,이우진,우진,4/7/2003,TEEN TEEN,South Korea,,,M
Woojoo,Kim Woojoo,김우주,우주,8/12/1996,Wassup,South Korea,,,F
Woojoo,Kim Sangyoon,김상윤,우주,9/18/1996,14U,South Korea,,,M
Woolim,Hwang Woolim,황우림,우림,8/29/1996,Playback,South Korea,,,F
Woonggi,Cha Woonggi,차웅기,웅기,4/23/2002,TOO,South Korea,,,M
Woori,Go Woori,고우리,우리,2/22/1988,Rainbow,South Korea,Jeonju,Rainbow Blaxx,F
Wooseok,Jeong Wooseok,정우석,우석,1/31/1998,PENTAGON,South Korea,,,M
Wooshin,Kim Wooseok,김우석,우신,10/27/1996,X1,South Korea,Daejeon,UP10TION,M
Woosu,Kim Minseok,김민석,우수,11/23/1999,IZ,South Korea,,,M
Woosung,Choi Sunghyuk,최성혁,우성,9/24/1994,SNUPER,South Korea,Seoul,,M
Wooyeon,Park Jinkyung,박진경,우연,2/11/2003,woo!ah!,South Korea,,,F
Wooyeop,Jo Wooyeop,조우엽,우엽,9/27/2000,TRCNG,South Korea,,,M
Jang Wooyoung,Jang Wooyoung,장우영,우영,4/30/1989,2PM,South Korea,Busan,,M
Wooyoung,Jung Wooyoung,정우영,우영,11/26/1999,ATEEZ,South Korea,,,M
Woozi,Lee Jihoon,이지훈,우지,11/22/1996,Seventeen,South Korea,Busan,,M
Wow,Kim Seyoon,김세윤,와우,2/28/1993,A.C.E,South Korea,Gyeonggi,,M
Wyatt,Shim Jaeyoung,심재영,와이엇,1/23/1995,ONF,South Korea,Seoul,,M
Xeheun,Lee Seheun,이세흔,세흔,7/11/1999,Girlkind,South Korea,,,F
Xero,Shin Jiho,신지호,제로,2/3/1994,Topp Dogg,South Korea,Gwangji,,M
Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/1986,JYJ,South Korea,,,M
Xiao,Lee Dongyeol,이동열,샤오,12/13/1998,UP10TION,South Korea,Busan,,M
Xin,Wang Xinwi,왕씬위,씬,11/10/1996,VARSITY,China,,,M
Xion,Son Dongju,손동주,시온,1/20/2000,Oneus,South Korea,,,M
Xiumin,Kim Minseok,김민석,시우민,3/26/1990,EXO,South Korea,Guri,EXO-CBX,M
Xiweol,Kang Minseok,강민석,시월,10/21/1996,VARSITY,South Korea,,,M
Xiyeon,Park Junghyun,박정현,시연,11/14/2000,Pristin,South Korea,,,F
Xuanyi,Wu Xuanyi,우쉬안이,선의,1/26/1995,Cosmic Girls,China,Hainan,,F
Y,Choi Sungyoon,최성윤,와이,7/31/1995,Golden Child,South Korea,,,M
Yan An,Yan An,옌안,옌안,10/25/1996,PENTAGON,China,Shanghai,,M
Yano,Seo Sangwon,서상원,야노,9/27/1995,Topp Dogg,South Korea,Seoul,,M
Yeah,Kim Haeun,김하은,예아,10/9/1999,Cignature,South Korea,Gongju,,F
Yebin,Baek Yebin,백예빈,예빈,7/13/1997,DIA,South Korea,Chuncheon,UNI.T,F
Yechan,Shin Yechan,신예찬,예찬,5/14/2001,1the9,South Korea,Seoul,,M
Yechan,Kim Yechan,김예찬,예찬,11/26/1995,Pink Fantasy,South Korea,,,F
Yedam,Bang Yedam,방예담,예담,5/7/2002,Treasure,South Korea,,,M
YeeEun,Jang Yeeun,장예은,예은,8/10/1998,CLC,South Korea,Dongducheon,,F
Yeeun,Hwang Yeeun,황예은,예은,1/12/1997,Blady,South Korea,Gimhae,,F
Yehana,Kim Yewon,김예원,예하나,2/22/1999,Pristin,South Korea,Ilsan,,F
Yehyeon,Kim Yehyeon,김예현,예현,9/12/1999,GIDONGDAE,South Korea,,,M
Yein,Jeong Yein,정예인,예인,6/4/1998,Lovelyz,South Korea,Incheon,,F
Yein,Ahn Yein,안예인,예인,5/4/1995,MELODYDAY,South Korea,,,F
Yeji,Hwang Yeji,황예지,예지,5/26/2000,ITZY,South Korea,,,F
Yellow,Kim Eunbi,김은비,노랑,5/5/1993,Pungdeng-E,South Korea,Seoul,,F
Yena,Yang Yena,양예나,예나,5/22/2000,APRIL,South Korea,Daegu,,F
Yena,Jeong Yena,정예나,예나,4/10/2000,G-reyish,South Korea,,,F
Yena,Choi Yena,최예나,예나,9/29/1999,IZ*ONE,South Korea,Seoul,,F
Yenny,Park Yeeun,박예은,예은,5/26/1989,Wonder Girls,South Korea,Goyang,,F
Yeo One,Yeon Changgu,여창구,여원,3/27/1996,PENTAGON,South Korea,,,M
Yeoeun,Jung Jieun,정지은,여은,1/25/1990,MELODYDAY,South Korea,,,F
Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,South Korea,Guro,Loona 1/3,F
Yeonha,Ahn Yeonji,안연지,연하,5/19/2000,P.O.P,South Korea,Yeondong,,F
Yeonhee,Kim Yeonhee,김연희,연희,12/6/2000,Rocket Punch,South Korea,,,F
Yeonho,Ju Yeonho,주연호,연호,5/31/2000,Verivery,South Korea,,,M
Yeonjoo,Song Yeonjoo,정연주,연주,6/26/1997,P.O.P,South Korea,Ansan,,F
