Date,Artist,Song Name,Director,Video,Type,Release,Full Name,Date of Birth,Group,Country,Birthplace,Gender,Debut,Company,Fanclub Name,Active,Members,Orig. Memb.
1/18/2016,KARA,French kiss,,https://youtu.be/lRF-hYdfA2s,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-03-29,DSP,Kamilia,No,4.0,5.0
1/17/2016,Stellar,Sting,Digipedi,https://youtu.be/IIj7j7mtNS4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-08-28,Pascal,Twinkle,No,4.0,4.0
1/6/2016,Flashe,Lip Bomb,,https://youtu.be/UZrTt8hRnns,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/4/2016,Dal Shabet,Someone Like U,,https://youtu.be/6H1QOFBNRWs,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-01-03,Happy Face,Darling,Hiatus,4.0,6.0
1/4/2016,CoCoSoRi,Dark Circle,,https://youtu.be/X4SGYjRPx1g,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2016-01-05,MOLE,,No,2.0,2.0
12/20/2015,APRIL,Snowman,ZANYBROS,https://youtu.be/YqAP4M_5XCs,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/6/2015,Lovelyz,For You,Digipedi,https://youtu.be/mFnN0q05_B4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
12/3/2015,Girls' Generation-TTS,Dear Santa,,https://youtu.be/CL34w0xql7s,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/3/2015,Girls' Generation-TTS,Dear Santa (English ver.),,https://youtu.be/FXbwcq6WZ-M,Girl,English,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/1/2015,LABOUM,AALOW AALOW,,https://youtu.be/o3C_frwl79A,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/25/2015,I.C.E,Over U,,https://youtu.be/hSaPyVwoOhQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-11-16,HS,,Yes,3.0,4.0
11/24/2015,APRIL,Muah!,ZANYBROS,https://youtu.be/Z6OxJMuSnx4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/23/2015,9MUSES,Sleepless Night,ZANYBROS,https://youtu.be/wNnV2D7ME7A,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/18/2015,Apink,Sunday Morning,,https://youtu.be/Ppjsorbd0Fo,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2011-04-19,Plan A,Pink Panda,Yes,6.0,7.0
11/17/2015,EXID,Hot Pink,Digipedi,https://youtu.be/8NaeaLW8CLY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-02-16,Yedang,LEGO,Yes,5.0,6.0
11/12/2015,MyB,DdoDdo,,https://youtu.be/oKjlIbckuW4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/11/2015,Dia Girls,Gently,,https://youtu.be/kU4yecpcDGc,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/11/2015,D.Holic,Murphy & Sally,,https://youtu.be/mREGml_aZoI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-10-29,H.Mate,,No,4.0,5.0
11/9/2015,Crayon Pop,Dancing All Night,,https://youtu.be/K-B5XAxDQ8w,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-07-17,Chrome,,No,4.0,5.0
11/9/2015,Tahiti,Skip,,https://youtu.be/Tc909eoH2wo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-23,J-line,,No,5.0,6.0
11/9/2015,Wanna.B,Hands Up,,https://youtu.be/clViD7CJcho,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Zenith,Ru.B,Yes,5.0,4.0
11/5/2015,Vetty L,Come Back Please,,https://youtu.be/HJF7KGvNvN8,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/4/2015,Rania,Demonstrate,,https://youtu.be/aVdAXzu6LgE,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-06,DR,,Yes,5.0,8.0
11/4/2015,Davichi,Moment,,https://youtu.be/-HBkX3VGrWw,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2008-02-04,CJ E&M,,Yes,2.0,2.0
11/4/2015,Brown Eyed Girls,Brave New World,FPK,https://youtu.be/8fMnBrts2cg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2006-03-02,Mystic,Everlasting,Yes,4.0,4.0
11/4/2015,Brown Eyed Girls,Warm Hole,FPK,https://youtu.be/hflLXh1M-is,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2006-03-02,Mystic,Everlasting,Yes,4.0,4.0
11/3/2015,Year 7 Class 1,Believe,,https://youtu.be/1nlS9muDxBM,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/2/2015,Gavy NJ,Hello,,https://youtu.be/nXnK7MIwIos,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-11,Good Fellas,,Yes,3.0,3.0
10/26/2015,f(x),4 Walls,,https://youtu.be/4j7Umwfx60Q,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2009-08-24,SM,MeU,No,4.0,5.0
10/19/2015,DIA,My Friend's Boyfriend,,https://youtu.be/ui_YY5mJZT4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-07-14,MBK,AID,Yes,7.0,7.0
10/19/2015,Twice,Like OOH-AHH,Naive,https://youtu.be/0rtV5esQT6I,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/13/2015,AOA,Oh Boy,,https://youtu.be/fCATw-7au30,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-07-30,FNC,ELVIS,Yes,5.0,8.0
10/7/2015,Oh My Girl,Closer,Sunny Visual,https://youtu.be/isUudT58Xfk,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-04-21,WM,Miracle,Yes,7.0,8.0
10/6/2015,MelodyDay,Speed Up,,https://youtu.be/_cVD9jQZje8,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/30/2015,Lovelyz,Ah-Choo,Digipedi,https://youtu.be/v7qisJ_KuYI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
9/30/2015,A-Daily,Spotlight,,https://youtu.be/fCCpaj4Ck1Q,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/24/2015,A.H.H.A,Hood On,,https://youtu.be/Lsr_-go-d_A,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/24/2015,Mamamoo,Girl Crush,,https://youtu.be/8VqixYI3rKA,Girl,OST,,NaN,NaN,NaN,NaN,NaN,2014-06-18,RBW,Moomoo,Yes,4.0,4.0
9/22/2015,Berry Good,My First Love,,https://youtu.be/yGzsKjUCrnE,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-05-21,Asia Bridge,,Yes,6.0,5.0
9/17/2015,DIA,I Wanna Listen to Music,,https://youtu.be/VMQSFXzssSU,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2015-07-14,MBK,AID,Yes,7.0,7.0
9/17/2015,DIA,Lean on Me (feat. Microdot),,https://youtu.be/P47TTxS4lTs,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2015-07-14,MBK,AID,Yes,7.0,7.0
9/14/2015,DIA,Somehow,,https://youtu.be/tzQv6TgwuFQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-07-14,MBK,AID,Yes,7.0,7.0
9/13/2015,Lovelyz,Shooting Star,Digipedi,https://youtu.be/VblCeotmvs4,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
9/8/2015,Red Velvet,Dumb Dumb,VM Project,https://youtu.be/XGdbaEDVWp0,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-08-01,SM,,Yes,5.0,4.0
9/8/2015,Ladies' Code,Smile Even Though It Hurts,,https://youtu.be/AtIqA6TY8Q4,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2013-03-07,Polaris,Lavely,Hiatus,3.0,5.0
8/27/2015,Year 7 Class 1,Always (2015 ver.),,https://youtu.be/3c6VvThpbbg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/25/2015,2EYES,Pippi,LIKETHAT,https://youtu.be/dvPx0Dz0Z3Y,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2013-07-20,SidusHQ,,No,4.0,5.0
8/24/2015,"Mamamoo, Basick",Stand Up,,https://youtu.be/JW9YIAuYUi4,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/24/2015,MyB,My Oh My,,https://youtu.be/1YC5g5UcmFo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/23/2015,APRIL,Dream Candy,Digipedi,https://youtu.be/H2T1yZbTMzo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/18/2015,Girls' Generation,You Think,Tiger Cave,https://youtu.be/hJYGddE0vHc,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-08-05,SM,SONE,Yes,5.0,9.0
8/17/2015,Girls' Generation,Lion Heart,ZANYBROS,https://youtu.be/nVCubhQ454c,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-08-05,SM,SONE,Yes,5.0,9.0
8/16/2015,Blady,Secret Number,,https://youtu.be/6Yukzfv47m0,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-05-16,Star Planet,Hi ade,No,5.0,4.0
8/3/2015,T-ara,So Crazy,ZANYBROS,https://youtu.be/maSoUetHock,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2009-07-29,MBK,QUEEN'S,Hiatus,4.0,6.0
8/3/2015,Apink,Petal,,https://youtu.be/CDhfIgS4aAo,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2011-04-19,Plan A,Pink Panda,Yes,6.0,7.0
8/1/2015,Baby Boo,Boo Boo Boo,,https://youtu.be/V2jHQ5hvsds,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/31/2015,Wonder Girls,I Feel You,Lumpens,https://youtu.be/V9QXQz6uE0M,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-02-13,JYP,Wonderful,No,4.0,5.0
7/29/2015,Flashe,The Star Of Stars,,https://youtu.be/ViTab10kVBI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/21/2015,10X10,AMOMIA,,https://youtu.be/b6vguT3tq6k,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/21/2015,Hello Venus,I'm Ill,,https://youtu.be/OtSS4xcdXpI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-09,Fantagio,Hello Cupid,No,6.0,6.0
7/20/2015,Wanna.B,Attention,,https://youtu.be/8fcEkxFLHmQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Zenith,Ru.B,Yes,5.0,4.0
7/19/2015,Stellar,Vibrato,Digipedi,https://youtu.be/pOmTdFpIDX8,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-08-28,Pascal,Twinkle,No,4.0,4.0
7/19/2015,Sonamoo,Cushion,ZANYBROS,https://youtu.be/FYqfHaAkplw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-12-29,TS,Solbangul,Yes,5.0,7.0
7/17/2015,Awesome Baby,Why me?,,https://youtu.be/aLvNgZvIV4Q,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/15/2015,N*White,Paradise,,https://youtu.be/_v23YGDdSVA,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/7/2015,D.Holic,Chewy,,https://youtu.be/UvHpDhBdSto,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-10-29,H.Mate,,No,4.0,5.0
7/5/2015,LoveUs,Tickle,,https://youtu.be/FOclpWgRqHI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/2/2015,4Ten,Go Easy,,https://youtu.be/Pr1RNlTRkXI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/1/2015,Minx,Love Shake,,https://youtu.be/iLXyoC2HRgY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-09-18,Happy Face,,No,5.0,5.0
7/1/2015,9MUSES,Hurt Locker,ZANYBROS,https://youtu.be/sna6j078eOw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/29/2015,Crayon Pop,Rarirure,,https://youtu.be/AczeObkJDAM,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-07-17,Chrome,,No,4.0,5.0
6/24/2015,Playback,Playback,,https://youtu.be/FZU5Nqre3vE,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-06-25,Coridel,,Yes,5.0,4.0
6/22/2015,GFRIEND,Me Gustas Tu,ZANYBROS,https://youtu.be/m-CKVr6Z1Tw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/21/2015,AOA,Heart Attack,,https://youtu.be/1pBgMBBsv4k,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-07-30,FNC,ELVIS,Yes,5.0,8.0
6/21/2015,SISTAR,Shake It,,https://youtu.be/0Z7UVf26KS0,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-08-09,Starship,STAR1,No,4.0,4.0
6/19/2015,Asha,Mr. Liar,,https://youtu.be/GpGJ6zJs_LA,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/18/2015,Mamamoo,Um Oh Ah Yeh,,https://youtu.be/pFuJAIMQjHk,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-06-18,RBW,Moomoo,Yes,4.0,4.0
6/15/2015,Apink,Remember,ZANYBROS,https://youtu.be/bXlrqQKbjSM,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-19,Plan A,Pink Panda,Yes,6.0,7.0
6/8/2015,MelodyDay,#LoveMe,,https://youtu.be/UMOVGU-IyHY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/7/2015,Girls' Generation,Party,ZANYBROS,https://youtu.be/HQzu7NYlZNQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-08-05,SM,SONE,Yes,5.0,9.0
6/4/2015,A.KOR BLACK,How We Do,,https://youtu.be/4HqREloG1sE,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/1/2015,Year 7 Class 1,White Wind,,https://youtu.be/-xYDMsqqvmo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
5/29/2015,miss A,Only You,Naive,https://youtu.be/zO9RzrhYR-I,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2010-07-01,JYP,Say A,No,3.0,4.0
5/27/2015,CLC,Like,ZANYBROS,https://youtu.be/hhlU34DloDY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-03-18,Cube,Chesire,Yes,7.0,5.0
5/25/2015,KARA,Cupid,,https://youtu.be/74RzHIpZuDY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-03-29,DSP,Kamilia,No,4.0,5.0
5/11/2015,Girl's Day,Hello Bubble,,https://youtu.be/9lSJMKi184c,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2010-07-07,DreamT,Dai5y,Hiatus,4.0,5.0
5/7/2015,BESTie,Excuse Me,ZANYBROS,https://youtu.be/AuVi2ib-0qQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2013-07-11,YNB,BESTiny,No,4.0,4.0
5/2/2015,Lovelyz,Hi~,Digipedi,https://youtu.be/zbnRfBGjeaw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
4/29/2015,Cupid,I Feel Good,,https://youtu.be/4SEhoI6IdvQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/19/2015,Oh My Girl,Cupid,ZANYBROS,https://youtu.be/fCrCUv6rQ7I,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-04-21,WM,Miracle,Yes,7.0,8.0
4/19/2015,Gavy NJ,Ju Ju Ju,,https://youtu.be/NM-z8ZGz52s,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-11,Good Fellas,,Yes,3.0,3.0
4/18/2015,Apink,Promise U,,https://youtu.be/nzljAKtsOuw,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2011-04-19,Plan A,Pink Panda,Yes,6.0,7.0
4/14/2015,Dal Shabet,Joker,,https://youtu.be/a5seeyaBMsc,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-01-03,Happy Face,Darling,Hiatus,4.0,6.0
4/12/2015,EXID,Ah Yeah,Naive,https://youtu.be/egqDPipqIAg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-02-16,Yedang,LEGO,Yes,5.0,6.0
4/9/2015,Girls' Generation,Catch Me If You Can,Toshiyuki Suzuki,https://youtu.be/b09U0KLv6I4,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2007-08-05,SM,SONE,Yes,5.0,9.0
4/1/2015,Mamamoo,Ahh Oop (with eSNa),Digipedi,https://youtu.be/JoqLnkcjZmQ,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2014-06-18,RBW,Moomoo,Yes,4.0,4.0
3/30/2015,Blady,Come To Me,,https://youtu.be/azhp-JLGoXw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-05-16,Star Planet,Hi ade,No,5.0,4.0
3/26/2015,Crayon Pop,FM,,https://youtu.be/tna90t2je-4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-07-17,Chrome,,No,4.0,5.0
3/25/2015,LABOUM,Sugar Sugar,,https://youtu.be/JrSrXr5E7P0,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/25/2015,Sonamoo,Just Go,,https://youtu.be/Hzv_bSGmqw0,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2014-12-29,TS,Solbangul,Yes,5.0,7.0
3/19/2015,Bubble X,Why Didn't I Know It Then,,https://youtu.be/MD7doadT-IQ,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/18/2015,Davichi,Two Lovers,,https://youtu.be/p0dKKDO3ooc,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2008-02-04,CJ E&M,,Yes,2.0,2.0
3/18/2015,CLC,Pepe,ZANYBROS,https://youtu.be/3qmsJbJasfo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2015-03-18,Cube,Chesire,Yes,7.0,5.0
3/17/2015,SUS4,Shake It,,https://youtu.be/XcChc8oXLhw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/15/2015,Red Velvet,Ice Cream Cake,Woogie Kim,https://youtu.be/glXgSSOKlls,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-08-01,SM,,Yes,5.0,4.0
3/14/2015,Red Velvet,Automatic,Shin Heewon,https://youtu.be/px2Q47O0_eE,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-08-01,SM,,Yes,5.0,4.0
3/10/2015,Stellar,Fool,ZANYBROS,https://youtu.be/Pv9R-dhmYPk,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-08-28,Pascal,Twinkle,No,4.0,4.0
3/3/2015,Fiestar,You're Pitiful,,https://youtu.be/ShGVCembq70,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-08-31,LOEN,Let's,No,5.0,6.0
2/25/2015,Lip Service,In The Spring,,https://youtu.be/RuBaYkw2AQ4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/22/2015,Rainbow,Black Swan,,https://youtu.be/BQz6K0aWWiY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2010-08-12,DSP,,No,7.0,7.0
2/9/2015,After School,Shine,,https://youtu.be/QWScSWtG6IU,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2009-01-15,Pledis,Playgirlz,No,6.0,5.0
2/8/2015,Berry Good,Because of You,,https://youtu.be/_ITfI3XC-3Q,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-05-21,Asia Bridge,,Yes,6.0,5.0
2/8/2015,4Minute,Crazy,ZANYBROS,https://youtu.be/1nCLBTmjJBY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2009-06-15,Cube,4nia,No,5.0,5.0
2/5/2015,Mamamoo,My Everything,,https://youtu.be/JprirXon4yo,Girl,OST,,NaN,NaN,NaN,NaN,NaN,2014-06-18,RBW,Moomoo,Yes,4.0,4.0
1/28/2015,Sunny Hill,Child In Time,,https://youtu.be/GHB5jlv-Atg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-09-20,Nega,,No,4.0,5.0
1/26/2015,Wassup,Stupid Liar,,https://youtu.be/z3Hqv2x3WVw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2013-08-07,Mafia,,No,7.0,7.0
1/25/2015,4Minute,Cold Rain,ZANYBROS,https://youtu.be/ZT9zbZGB2gE,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2009-06-15,Cube,4nia,No,5.0,5.0
1/23/2015,Davichi,"Sorry, I'm Happy",,https://youtu.be/odqk5KLJpaU,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2008-02-04,CJ E&M,,Yes,2.0,2.0
1/22/2015,9MUSES,Drama,ZANYBROS,https://youtu.be/0meMvE_7i1s,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/21/2015,Davichi,Cry Again,,https://youtu.be/nBmW1IDchS0,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2008-02-04,CJ E&M,,Yes,2.0,2.0
1/14/2015,GFRIEND,Glass Bead,ZANYBROS,https://youtu.be/IxnD5AViu6k,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/12/2015,Tahiti,Phone Number,,https://youtu.be/M9medBE7GD4,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-23,J-line,,No,5.0,6.0
1/8/2015,Hello Venus,Wiggle Wiggle,ZANYBROS,https://youtu.be/SkRSXFQerZs,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-09,Fantagio,Hello Cupid,No,6.0,6.0
1/6/2015,Flashe,My Day,,https://youtu.be/wNXsp5cPU3c,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/4/2015,4Ten,Why,,https://youtu.be/XMAIIKUKsoQ,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/28/2014,Sonamoo,Deja vu,ZANYBROS,https://youtu.be/TRY0Dk9avck,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-12-29,TS,Solbangul,Yes,5.0,7.0
12/28/2014,The SeeYa,The Song of Love,,https://youtu.be/0u9yssH8EOM,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/11/2014,MelodyDay,Anxious,,https://youtu.be/rldxLIeHUNg,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/8/2014,Wassup,Shut Up U,,https://youtu.be/WfQRC4xZuBA,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2013-08-07,Mafia,,No,7.0,7.0
12/3/2014,Luluz,How About Me?,,https://youtu.be/pivjHQAnAJo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/3/2014,Wanna.B,My Type,,https://youtu.be/J33ovNhjCXw,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Zenith,Ru.B,Yes,5.0,4.0
12/3/2014,A-Daily,If You Don't Tell Me,,https://youtu.be/Qo5Fq0KicCI,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/26/2014,Sunny Hill,Here I Am,,https://youtu.be/9Isov_SmYhY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2007-09-20,Nega,,No,4.0,5.0
11/24/2014,Tiny-G M,The Only One,,https://youtu.be/QB5h8HucGbg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/23/2014,Apink,LUV,ZANYBROS,https://youtu.be/8dVjSvLzD1I,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-19,Plan A,Pink Panda,Yes,6.0,7.0
11/23/2014,T-ara,Little Apple,,https://youtu.be/uY_SVsA-nKo,Girl,CF,,NaN,NaN,NaN,NaN,NaN,2009-07-29,MBK,QUEEN'S,Hiatus,4.0,6.0
11/20/2014,Mamamoo,Piano Man,Kwon Soonwook,https://youtu.be/3IIBVnn4eTM,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-06-18,RBW,Moomoo,Yes,4.0,4.0
11/16/2014,Lovelyz,Candy Jelly Love,Digipedi,https://youtu.be/HRQEs4vOIrY,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
11/10/2014,AOA,Like a Cat,,https://youtu.be/qEYOyZVWlzs,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-07-30,FNC,ELVIS,Yes,5.0,8.0
11/9/2014,Lovelyz,Good Night Like Yesterday,Digipedi,https://youtu.be/YXGVpjqIopE,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2014-11-17,Woollim,Lovelinus,Yes,8.0,8.0
11/6/2014,Year 7 Class 1,Break Up Fighting,,https://youtu.be/_JA2FDntkAo,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/5/2014,Hello Venus,Sticky Sticky,,https://youtu.be/aP2PILSAwLs,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-09,Fantagio,Hello Cupid,No,6.0,6.0
11/4/2014,Spica,Ghost,,https://youtu.be/DikFQp6a7FM,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/30/2014,LABOUM,What About You,,https://youtu.be/gJhZCQMEc68,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/28/2014,As One,For the night,,https://youtu.be/cWeWR_rEy6g,Girl,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/24/2014,D.Holic,I Don’t Know,,https://youtu.be/EVp4_5pNARg,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-10-29,H.Mate,,No,4.0,5.0
10/24/2014,D.Holic,Without You,,https://youtu.be/hsgSeyrSR0o,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-10-29,H.Mate,,No,4.0,5.0
10/14/2014,Girl's Day,I Miss You,Lim Sungwan,https://youtu.be/eDCqnr1B3Js,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2010-07-07,DreamT,Dai5y,Hiatus,4.0,5.0
10/14/2014,Girls' Generation,Divine,,https://youtu.be/TsJoYmIsM5Y,Girl,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-08-05,SM,SONE,Yes,5.0,9.0
10/10/2014,T-ara,Number Nine,ZANYBROS,https://youtu.be/Qk52ypnGs68,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2009-07-29,MBK,QUEEN'S,Hiatus,4.0,6.0
10/10/2014,T-ara,Because I Know,ZANYBROS,https://youtu.be/7IzezDJrHoU,Girl,Minor,,NaN,NaN,NaN,NaN,NaN,2009-07-29,MBK,QUEEN'S,Hiatus,4.0,6.0
10/9/2014,Red Velvet,Be Natural,Kwon Soonwook,https://youtu.be/QpAn9ryoB4Y,Girl,Major,,NaN,NaN,NaN,NaN,NaN,2014-08-01,SM,,Yes,5.0,4.0
